Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price,Price_log
63027.67471485826,4.855968121105956,5.580905937457928,2.3,35991.72063788777,608794.2466921951,13.319237277831911
62484.855299128,6.496651466369282,7.322709774158183,5.13,26882.651794677204,946943.0362171356,13.760995274558349
73923.4662743976,7.005505784838957,7.13506334705251,6.04,58745.312027558924,1819900.6366437145,14.414293011792294
79737.60976390014,7.315957927203858,6.6110960049951695,2.17,28307.314325644977,1463130.2729789368,14.196089404602272
63890.47156766457,4.97230656848968,7.916386397194928,5.49,43416.497820927936,1252391.1798421678,14.040566024277371
67310.03695278612,7.19379298887946,7.760732554508707,5.28,43310.61242826768,1714445.1746365826,14.35460065618792
73145.73021780259,4.096517242790362,7.25421743282951,3.18,49463.37887902853,1291759.392660681,14.071516491528858
86924.35876562174,6.832939698754405,7.738295553417699,6.32,28719.41088814547,1809154.2893631735,14.408370603348317
74384.10562904492,7.411486570673661,5.1648654759782895,2.3,17117.443674840757,1200539.361167783,13.998282314376324
67477.78818404296,6.6235282933178175,7.916171659861113,5.1,29763.92534861556,1300265.2104154662,14.078079578710433
71202.9569203271,4.318869132877143,6.634954065509124,4.37,34207.397208470094,997448.7280769936,13.812957028558337
85845.31779919547,6.743652960918068,9.468766369195867,3.46,46477.67868450174,2152959.4089430883,14.58235438739112
72138.87048244949,7.163640935330664,8.485778262707221,5.45,35799.638274321755,1629983.8467032425,14.304081276238653
44806.00516405547,4.494570527956874,4.7253251166241865,3.1,57390.89007381044,497579.4465868728,13.117512524190634
67504.1784594896,5.329798508888414,5.89441194891935,4.36,37441.12054361438,890112.5493178923,13.69910431707349
74706.10053171057,5.003327764385793,5.661064126685242,2.05,39680.60932043607,1064685.698733535,13.878191134253433
68898.34591339418,6.7876485292640485,7.871352644418106,6.39,39515.57156160544,1530124.0163168954,14.24086000004158
58118.01816079887,8.13721447105525,5.65090028566729,4.36,35598.390437472044,1246246.8277597644,14.035647857235414
77643.28308709673,6.070115922340354,5.381038359373993,4.45,35512.2550468822,1240754.932046382,14.031231374454887
67769.82559099872,8.074693667681723,6.7616314076168775,4.22,33254.60340942823,1760734.690364014,14.381242285562855
74411.05989226673,5.534627543649976,7.2101233611688516,6.44,43537.50294550512,1393746.760467427,14.147506907349761
73101.07879766863,4.1041299227226125,8.920333221277762,4.35,29497.97129335373,1172385.8977045629,13.974552312137664
58708.417156740135,5.083861035728073,6.262825883607428,4.07,15969.926041239794,483986.10899252974,13.089813551031114
63876.0599100904,7.080219325540688,7.187432974886651,3.37,38052.87644316596,1388530.1566836066,14.143757024572382
68343.15409141897,6.39244379007958,8.42511289496364,6.2,40653.87006540168,1721739.3841384957,14.35884618845654
73064.97996127995,5.994062799456889,7.204368895136857,6.19,30699.33971051107,1276448.792042974,14.059593182373856
67367.26808279865,6.774710808664321,6.690894898640917,2.49,32547.272533076568,1161742.677446362,13.965432604665459
66547.18175159235,6.350672041927902,5.305000412053215,2.04,16741.964987126685,786407.9451174276,13.57523222251824
73313.5453841825,6.4147232356051775,8.492901228869574,4.46,37808.99667212122,1604920.973458414,14.288585698696867
47681.36173303452,6.890508224210208,7.788267986215613,5.13,50908.97890911073,1230149.136786441,14.02264678232759
67910.94912846226,6.445851907019399,6.675937267762167,4.32,31379.7829705824,1051644.5540225492,13.865866689673453
69277.8912498076,6.142591681366374,7.811724470630432,5.15,43717.9130919397,1415073.6141811854,14.162692818539348
67946.71467561321,5.403175672900816,5.671136342785448,3.21,35197.94256902535,1043483.9151320348,13.85807654936427
90975.11327248043,4.740683034960744,8.320351986302773,6.45,44426.21364759751,1544379.7477356796,14.250133577440906
61885.546440328886,5.405265969173887,6.9141957695988205,3.22,48726.951303303016,1352135.9672641808,14.117196837601886
69401.8472172649,7.042354994979091,8.097044284953615,3.44,29293.074048931023,1505727.4308014044,14.224787346248434
72969.12127123054,6.188575726156947,8.076943603616291,4.2,31755.721364239937,1416965.9786882403,14.164029214723259
75582.4597645351,5.506473429253344,6.774986418531476,4.33,31946.30386752329,1046721.9761732472,13.861174866660855
56241.22677313176,5.623087015761985,6.818670753532728,2.18,32745.368120153835,939040.0035601156,13.752614424500182
79412.83547174576,6.087360168695928,7.481321112226407,3.26,17568.733760583364,1383031.332366437,14.139788988801994
79618.23684602088,4.566166100869577,6.669888411446438,3.49,29636.507110556628,1072503.237943672,13.885506881239133
67019.07404739733,6.487943166707262,7.331330100018214,6.26,24997.108705994284,1134397.7577153658,13.941613339656584
56063.48086676334,5.106935120148067,5.385339777521385,4.14,39129.296704702894,734827.50801229,13.507392428538802
57077.58030406928,5.775467040583668,6.952026673761361,4.27,33393.91660322465,991892.3174842466,13.807370837625239
75954.81825301821,4.289916280544532,7.418750602810834,5.04,34467.75869800994,1057252.5826211006,13.871185143951458
52575.81517492219,7.13371941713148,7.173698881863384,4.06,41828.57961688685,1237224.8587518162,14.028382220602607
63312.805674677424,6.139115451621262,8.199615241424839,4.41,43230.35215795722,1442632.5412265589,14.181980849319725
82526.96210481907,6.453073406098016,7.74824895259721,4.46,43947.680264122566,1877402.3197269463,14.445400167141134
73204.94213228808,6.640915863053527,7.3119123213479345,6.4,35090.50080986771,1394518.4154676315,14.148060408840985
56357.193138054856,5.707903109151974,5.240300886600403,3.25,38061.99829895616,953939.3299056444,13.768356401205544
71316.62465041465,7.107767687213711,7.088992690921169,5.33,21651.699409211684,1219778.0342015522,14.014180280798396
75046.84820392633,4.983084628511218,8.877240041623617,3.0,32468.031152300973,1287325.381856674,14.068078053383719
84474.16005619023,6.970854745872441,5.935909326221994,2.47,38677.8151530554,1739893.5550495968,14.369335068808216
68162.68392566858,6.962206715963229,6.697358009859321,3.07,31843.876337225865,1213382.2226364696,14.00892306765704
62784.33294834321,7.572350215321666,4.652717554450587,3.31,35122.389471607785,1007478.7484311544,13.822962471788202
67009.81567374436,6.849769936594268,7.610720856104885,3.22,39737.12260896311,1528756.1261500276,14.239965627395403
67437.25036335622,6.767363237303743,6.703917223272023,2.05,29356.22336792508,1182459.7716636744,13.983108224729179
65967.76930857648,6.847724976116604,7.777279443513267,3.14,35799.96254832016,1474546.7621461137,14.203861898809237
42816.30588550866,7.603999923452179,7.04524851047004,4.18,47457.662214283846,1078016.9396491002,13.8906346719166
83347.66969696443,5.468158427157482,5.475252653496949,3.14,48226.71892778012,1453381.624303107,14.18940424188687
81699.87999554253,5.47980182956556,6.476007341193744,4.41,39527.04856084637,1495012.9648340766,14.217646105789434
56143.78866493648,4.580122445909624,6.668979774275282,4.04,45084.03665959033,714148.4147529015,13.478847483788796
59513.83491952116,4.8851317712611015,5.574714349694394,3.18,44162.279205220126,894292.0474101036,13.703788793966698
78379.41223900416,5.9856971510838894,5.681833507283006,3.2,31357.38821429765,1159841.8313392492,13.963795063678132
70877.37574291864,6.766877154030711,7.213659075278037,5.07,36033.42685154353,1195986.2988348743,13.994482593733043
61526.974447976725,6.593962539007936,9.180401428602025,6.11,27307.948031413587,1381430.630188794,14.138630932572495
65316.99602070992,7.414875230659792,6.7330848667092935,2.0,55799.49748118191,1534889.8534666563,14.24396983124189
76268.81833386318,6.942797866602705,6.147907595982693,3.17,38649.852386212464,1494125.3298718815,14.217052199247238
48531.364228529885,6.863184038794897,8.517401059111707,5.3,39731.150563494666,1356146.2608426227,14.120158341027448
82906.65480115911,5.9014516557308205,5.767366135557098,4.26,38820.48194376132,1454943.0736612405,14.19047802050277
63117.84405077348,4.940396705340588,5.636779394573885,2.31,43091.845142505816,774118.1878354995,13.559481130168255
75860.86114889306,3.690890569678809,4.7883802065518255,3.48,41003.88008113764,889113.2388612495,13.697981008896356
68844.76424875809,4.8604529996615895,6.916808181467376,3.29,48392.49736045838,1211102.210889241,14.007042246722902
52446.26685600125,5.694610807792681,7.429639244113227,3.11,32934.553200974915,658646.1847265189,13.397943290340054
69342.70683990403,5.804686752456644,7.805903702425885,3.36,37082.37421891178,1400104.8707602615,14.152058413697905
55932.05268387101,7.218309145223245,6.020201205065965,4.0,42488.30999955216,1262017.792059947,14.048223212669694
53306.92213650367,4.632267718361729,6.194794324882633,2.15,39063.33871389049,553077.2126120757,13.223254703798618
56976.546398416926,6.06121224055646,7.259286709164788,3.08,46375.50249433843,1203247.8901339215,14.000535864774672
51296.48862971061,6.155259763653063,7.8317664755828815,6.18,32078.90680116645,1115323.0148424057,13.924655516932654
63995.00489280112,7.597533220442818,7.090050637208992,5.25,24748.268270891323,1301881.416528581,14.079321787786586
71915.14668577212,6.279753853557661,5.521216370644254,4.47,27714.29365685632,1006687.3871388726,13.82217667707819
62137.597213310924,5.440725043096192,7.235191288051678,5.21,19045.61950521181,749383.0725554076,13.527006911520196
78050.96982777538,5.234044767850818,6.2903058884706295,4.15,27789.748516297328,1075596.5865851988,13.88838695958965
67371.42085657586,5.333820711722908,6.624951289232869,4.37,24797.764758517227,739870.7936402658,13.51423219833304
59362.76638285366,7.48263024156822,8.003006746190675,3.49,44723.35372969352,1442945.1449720778,14.18219751548787
57003.109637399,7.010583459838792,6.356258719499955,3.14,29594.69337497592,828497.0670960692,13.627369782829822
68989.31220946508,6.075426018025608,7.879588244756828,6.37,32629.60383487844,1373290.8607785418,14.13272123373939
70969.90210264188,4.90181779874016,6.396268005904592,3.18,24833.64614509016,925566.331316076,13.738162159636397
82251.6530083296,7.741091333917388,7.636653827124367,6.49,18408.798635339484,1552536.7639745462,14.255401417115218
71306.45729927486,5.773717162531532,6.688230169654562,2.04,43284.39715786267,1335904.5009155408,14.105119897729393
70921.56856864705,5.665185384549687,6.375371505488283,3.28,29390.21727018504,960808.291081754,13.775531219852857
70739.46009573009,6.710699575938633,7.166501645912911,6.28,35148.66775270884,1405933.0186992486,14.156212421872663
58097.841822991024,6.386347995576972,6.144038119393716,3.04,19903.00007882848,619087.6936175337,13.336003826729566
51273.5088526293,7.032317225810648,6.888205629009329,2.09,53811.8949059733,1329273.2276498622,14.100143657756709
76326.59232469668,5.02469487017704,4.936329008647585,3.44,42779.831295917815,1261843.8443217382,14.048085370247483
63584.04588001952,5.832827571239211,6.029160867165066,4.29,46340.18858141246,1175781.4175700566,13.977444371249488
86340.2872916062,4.930051000348545,6.183440077191862,3.01,35630.560451493104,1437053.5572016188,14.178106130381959
79471.23881699878,5.867269778244334,8.197289420628195,6.21,36616.16883437132,1594415.2262912183,14.282018224880629
55879.5037922299,6.407946258168519,5.370386614169023,2.07,37360.06355740455,931357.9954219256,13.744400083890831
40503.54133219899,6.881778622861368,6.566175292607293,3.14,45979.47754493003,798639.6541779223,13.590666379124869
83394.40783174943,5.60148666755078,5.9050243437326095,2.08,30487.524623204143,1451739.624652712,14.188273825250786
64501.2264490648,6.001641690907001,7.293476753807881,5.33,43869.30998440175,1278991.6886996122,14.06158336412526
59569.53734000421,6.27953689058963,7.32537953908138,4.24,31294.65246040437,885920.553249364,13.694383685316685
69280.31627168207,6.861548027571184,6.923618931703742,4.33,40290.91149402397,1425632.5419741997,14.170126863742743
66342.48968113726,5.857266081732996,6.949108920124765,3.06,11792.815159070457,901881.7426862384,13.712239793572508
73367.04599083934,6.173290661038383,9.054709887987451,5.25,23684.787951169244,1521730.791403271,14.235359580720772
57122.22483946128,5.707650030009747,5.929733805119477,2.4,41972.77154374417,716771.0057488753,13.482513085400406
61978.84804645049,7.912276046909691,8.437966415855882,5.37,56957.187749933095,1696717.1072993656,14.344206418043022
54299.968820232025,6.635899749087418,6.851535827684738,2.49,39512.66370560078,819598.0078481787,13.6165704848144
71424.40600668853,5.598933219713175,8.522538377872323,3.49,37242.56159333399,1584213.95748502,14.27559954763232
57353.15435674696,8.075447920117234,5.678555483410878,4.44,16906.421720581668,798892.5150396761,13.59098294307541
44731.10979996538,4.188658328546152,8.942797164237117,5.12,39633.47304108839,601973.0017397135,13.307969536879513
76175.49392770544,4.52414065164513,9.524973612345676,4.28,30760.994956471503,1456486.292963147,14.191538130979097
91731.15438275636,5.184810712102609,7.943879719757178,6.3,33102.09542220829,1566471.008325363,14.264336520287419
75487.03259942801,6.4539316775765085,7.737095684108223,4.02,41105.3906304319,1592210.175923131,14.280634284782392
58088.43812962346,6.0178310005194735,5.790005274481309,4.21,51925.411612821525,937628.3466936616,13.751109997116316
76319.21860437217,6.873130198484817,6.294054950948832,3.45,48026.308367530655,1558547.577837524,14.259265547313984
60575.16244459221,5.907565592174377,6.964616001913247,2.29,32158.96790397629,1156329.2740497622,13.960761991604084
69607.13366543148,7.077680826112612,7.833081191677762,3.35,34609.040215179964,1514349.692197701,14.230497319048254
67056.84048037339,5.222168521547248,7.163517523214236,5.25,25134.68148451727,1039107.3263056172,13.853873524806053
60640.931881289725,5.165921528637428,5.355113623616555,2.32,43119.54065626024,809089.6719454966,13.603666268802883
69031.9088775756,5.779976245903892,5.501755137617892,3.23,15660.403008354837,675536.3914885672,13.423263788645492
80356.20938675496,4.660417824381508,9.7102168956017,5.02,16215.417278487696,1373589.8035017387,14.132938893363708
60081.17662036469,6.76852369608704,8.204552837977621,4.3,60195.74626715885,1690091.018694864,14.34029353434884
61881.47930965317,6.519463053465843,7.114083652111082,5.38,35597.37289302554,1253370.1489213388,14.041347398254509
59590.96529244685,6.891731041167128,5.736029404406763,2.03,24153.882522980137,774073.561854088,13.55942348107694
89831.31929199783,5.201963719662058,7.719652763616865,6.37,45335.36027620083,1741959.834430735,14.370521953036633
72175.28349942718,7.421738946306998,6.828247304734245,2.09,50305.7954131864,1705762.7883189672,14.349523538079833
67589.0488415116,6.214842629886668,6.060884655694612,2.34,33203.383921755085,1071109.9165850952,13.884206907639067
77300.0314436444,5.2609747263944815,6.9365480243203645,4.49,29499.04095251404,1118047.9912095168,13.927095752139168
65382.88832347801,5.396819180014767,7.6483861137540226,6.08,41723.05474122701,1165253.0327180624,13.968449675046903
71145.21270418004,6.1521099752376935,6.765832563092491,2.31,35642.530335506715,1280910.189933004,14.063082249773734
61053.03800341368,5.787890691614519,5.687062576234172,2.02,40675.77382612714,841122.8823806869,13.642494231770089
65125.94786821606,5.928483442537703,7.05775799240006,4.19,37642.785273073976,1228810.7450455215,14.02155819947238
51949.295702728064,6.2098030366220645,8.051118255760873,5.28,35336.0630541134,1086072.0710614217,13.898079061799455
75897.98883845986,5.316933287381153,6.768229398566822,3.33,34162.67060680326,1204372.295219665,14.001469902660126
71468.3504959454,6.158043452805399,6.361238404842278,3.35,43269.03336682754,1345004.119756513,14.111908377521251
53287.99207222874,5.755609226659856,7.162322376317367,3.32,45152.014268008046,1116902.3448930443,13.926070543325261
61503.04059605399,5.1308131302170725,7.015317326319561,3.12,37650.869709323255,822431.7302651771,13.620021971365293
68896.04856078919,6.386325180280238,8.365074593987138,4.47,28394.60978021765,1360623.694456931,14.1234544864101
63375.34847930338,6.672340059594459,7.883780976970764,3.41,45633.19223997179,1400498.2675747594,14.152339350708054
59695.57147423664,5.4453828503806205,6.032795264653433,2.04,20702.802670064808,566848.7320986082,13.247849524831375
63183.88974172166,5.570561937281831,7.541807495807446,5.08,58691.20066480728,1367586.277738016,14.128558634084838
61177.80813473723,6.998928282257402,7.088385882572747,5.13,26396.29111179972,1113373.5200017327,13.922906069614044
58642.311222216034,5.2099230928527085,6.2753711251437725,3.42,35131.578145165775,721974.551474637,13.489746555078131
53112.278060523386,5.1386518154851055,6.325363470975339,4.25,40367.38387092572,685503.9902718081,13.437911057712652
62207.47580558837,7.297532823289815,7.002864274301249,5.38,34317.538311429904,1280431.5736478446,14.06270852696656
57477.950762329325,5.405444821204956,7.207172822223662,6.35,23649.9688699109,568703.1838335629,13.251115690105465
55630.48895714828,6.283122836391756,8.93311998510628,6.0,38943.095990938345,1200764.8442004516,13.998470114693358
72399.30555714517,6.740676312444728,7.552269769034799,6.15,41662.00006926444,1607161.6371450324,14.289980845040562
89868.89192719842,4.504274579174531,7.234479886699996,5.45,30101.72457437895,1421715.4153436075,14.167375442835255
59801.49102943553,4.210462757597713,4.954387464005629,2.03,33534.9264026452,311111.2005867723,12.647908899689135
